Date,Real,ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DXC,EWA,EWC,EWG,EWH,EWJ,EWL,EWQ,EWT,EWU,EWY,EWZ,FTV,GOOG,GPC,GSG,HIG,HIGH.L,HST,HYG,IAU,ICLN,IEAA.L,IEF,IEFM.L,IEMG,IEUS,IEVL.L,IGF,INDA,IUMO.L,IUVL.L,IVV,IWM,IXN,JPEA.L,JPM,KR,LQD,MCHI,META,MVEU.L,OGN,PG,PPL,PRU,PYPL,REET,ROL,ROST,SHY,SLV,SPMV.L,TLT,UNH,URI,V,VRSK,VXX,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XOM
2022-01-01,False,119.71574401855469,396.2054443359375,78.68326568603516,147.15550231933594,127.35202026367188,152.9332275390625,287.0869445800781,166.7169952392578,225.93524169921875,205.09359741210938,156.89944458007812,233.36126708984375,69.3582763671875,54.973602294921875,172.74632263183594,51.891822814941406,197.00318908691406,157.1531524658203,651.969970703125,82.4000015258789,25.62059211730957,63.96411895751953,101.459228515625,93.52999877929688,224.27342224121094,540.4306640625,32.189998626708984,21.93364143371582,35.9096794128418,30.226037979125977,20.754331588745117,63.34019088745117,49.547725677490234,35.517494201660156,50.009098052978516,29.554983139038086,73.22944641113281,21.759477615356445,75.24214935302734,143.9974822998047,128.52182006835938,17.110000610351562,64.48713684082031,5.54449987411499,15.015144348144531,72.345947265625,34.810001373291016,20.35135841369629,5.350500106811523,105.16227722167969,833.25,54.94532012939453,63.70966339111328,7.278500080108643,43.438453674316406,45.424591064453125,12.46500015258789,9.462499618530273,454.4327697753906,213.06922912597656,63.27019500732422,5.97599983215332,144.83712768554688,42.15043258666992,117.09436798095703,58.09199142456055,334.772216796875,56.619998931884766,25.52727699279785,150.96388244628906,26.89206314086914,92.61781311035156,188.5800018310547,27.757789611816406,32.788856506347656,109.99076080322266,78.29420471191406,21.510000228881836,84.41000366210938,,478.8610534667969,323.93310546875,211.41407775878906,224.04583740234375,296.4800109863281,84.77979278564453,75.17719268798828,49.311744689941406,36.821659088134766,100.3792724609375,169.23858642578125,70.8402099609375,64.72513580322266,133.80519104003906,198.7310028076172,54.54689025878906
2022-01-02,False,119.71574401855469,396.2054443359375,78.68326568603516,147.15550231933594,127.35202026367188,152.9332275390625,287.0869445800781,166.7169952392578,225.93524169921875,205.09359741210938,156.89944458007812,233.36126708984375,69.3582763671875,54.973602294921875,172.74632263183594,51.891822814941406,197.00318908691406,157.1531524658203,651.969970703125,82.4000015258789,25.62059211730957,63.96411895751953,101.459228515625,93.52999877929688,224.27342224121094,540.4306640625,32.189998626708984,21.93364143371582,35.9096794128418,30.226037979125977,20.754331588745117,63.34019088745117,49.547725677490234,35.517494201660156,50.009098052978516,29.554983139038086,73.22944641113281,21.759477615356445,75.24214935302734,143.9974822998047,128.52182006835938,17.110000610351562,64.48713684082031,5.54449987411499,15.015144348144531,72.345947265625,34.810001373291016,20.35135841369629,5.350500106811523,105.16227722167969,833.25,54.94532012939453,63.70966339111328,7.278500080108643,43.438453674316406,45.424591064453125,12.46500015258789,9.462499618530273,454.4327697753906,213.06922912597656,63.27019500732422,5.97599983215332,144.83712768554688,42.15043258666992,117.09436798095703,58.09199142456055,334.772216796875,56.619998931884766,25.52727699279785,150.96388244628906,26.89206314086914,92.61781311035156,188.5800018310547,27.757789611816406,32.788856506347656,109.99076080322266,78.29420471191406,21.510000228881836,84.41000366210938,,478.8610534667969,323.93310546875,211.41407775878906,224.04583740234375,296.4800109863281,84.77979278564453,75.17719268798828,49.311744689941406,36.821659088134766,100.3792724609375,169.23858642578125,70.8402099609375,64.72513580322266,133.80519104003906,198.7310028076172,54.54689025878906
2022-01-03,True,119.73345947265625,389.1902770996094,78.3648910522461,147.54258728027344,124.39031219482422,155.43092346191406,289.56134033203125,170.4044952392578,225.96202087402344,199.6388397216797,161.32061767578125,234.9666290283203,68.14932250976562,54.5592041015625,170.97935485839844,50.24628829956055,197.22442626953125,156.6201629638672,647.5800170898438,82.6500015258789,25.35438346862793,65.37312316894531,97.09105682373047,93.47000122070312,224.34010314941406,529.7910766601562,33.22999954223633,21.96898078918457,36.040496826171875,30.576431274414062,20.825929641723633,63.40641784667969,49.707462310791016,35.828086853027344,50.42953109741211,29.902788162231445,73.22003936767578,21.209096908569336,72.55949401855469,144.39059448242188,126.44091033935547,17.18000030517578,64.92616271972656,5.54449987411499,15.248273849487305,72.31269836425781,34.2599983215332,20.514785766601562,5.350500106811523,104.18379211425781,833.25,55.26658248901367,64.18566131591797,7.278500080108643,43.65752029418945,46.15788650512695,12.46500015258789,9.462499618530273,457.14794921875,215.81822204589844,63.94820022583008,5.97599983215332,147.9012451171875,42.08523941040039,115.8484878540039,58.08273696899414,336.95196533203125,56.619998931884766,26.122495651245117,150.33631896972656,26.963634490966797,94.05533599853516,194.94000244140625,27.594560623168945,32.204200744628906,108.9128189086914,78.20268249511719,21.18000030517578,84.41000366210938,,478.9945983886719,322.3245849609375,216.01870727539062,217.12063598632812,286.3999938964844,83.67574310302734,75.69979095458984,50.839962005615234,37.27427291870117,99.5539321899414,170.84463500976562,70.83100128173828,64.0831298828125,132.4281005859375,204.43710327148438,56.64175796508789
2022-01-04,True,119.5035629272461,386.4090270996094,78.4002685546875,148.9304962158203,127.31354522705078,153.9051055908203,302.71368408203125,167.52200317382812,228.19822692871094,204.47805786132812,166.49945068359375,233.63967895507812,67.99700927734375,54.779640197753906,170.6202850341797,51.4900016784668,200.22596740722656,161.0057830810547,640.77001953125,81.08000183105469,25.198331832885742,68.20890045166016,97.3245620727539,89.94999694824219,222.64431762695312,512.61083984375,34.11000061035156,22.304649353027344,35.68541717529297,30.66864013671875,20.960174560546875,64.23884582519531,49.594703674316406,36.074737548828125,50.8799934387207,30.0989933013916,73.06017303466797,21.116073608398438,72.85538482666016,143.73570251464844,128.65020751953125,17.3700008392334,66.15911865234375,5.552000045776367,15.464130401611328,72.12977600097656,34.52000045776367,20.197547912597656,5.3379998207092285,104.1289291381836,835.25,55.05546569824219,64.02088928222656,7.49399995803833,43.67577362060547,46.346160888671875,12.385000228881836,9.734999656677246,456.9955749511719,215.49253845214844,63.162105560302734,5.9029998779296875,153.5081329345703,42.99790573120117,115.9457015991211,56.99993133544922,334.95135498046875,56.775001525878906,26.42429542541504,150.86236572265625,26.829442977905273,97.29833984375,191.13999938964844,27.639904022216797,32.48215103149414,108.9128189086914,78.24845123291016,21.31999969482422,84.13999938964844,,468.1421813964844,338.36090087890625,217.02354431152344,217.18922424316406,286.0799865722656,84.70494842529297,75.53527069091797,52.59918975830078,38.254920959472656,101.5556411743164,169.0341796875,71.30873107910156,63.884185791015625,130.68064880371094,203.19287109375,58.77228546142578
2022-01-05,True,120.13131713867188,379.6040954589844,79.1254653930664,147.58038330078125,124.3422622680664,149.4150848388672,299.7253723144531,164.35699462890625,224.6471710205078,202.64083862304688,164.72523498535156,234.72535705566406,68.3968276977539,54.80607986450195,167.68165588378906,50.102779388427734,195.80062866210938,162.53936767578125,624.8599853515625,79.79000091552734,25.143251419067383,67.03917694091797,92.9449691772461,84.1500015258789,222.7395782470703,498.4856262207031,33.470001220703125,22.030811309814453,35.24624252319336,30.567211151123047,20.637985229492188,63.94560241699219,49.030914306640625,36.01078796386719,50.27186584472656,29.974140167236328,71.6401596069336,20.55794334411621,71.31678771972656,137.00457763671875,127.3667984008789,17.389999389648438,65.72010803222656,5.550000190734863,15.006509780883789,71.57269287109375,34.40999984741211,19.255447387695312,5.334000110626221,103.69001007080078,838.3499755859375,54.22936248779297,63.66390609741211,7.54449987411499,43.29241180419922,46.26688766479492,12.329999923706055,9.880000114440918,448.087646484375,208.19386291503906,61.324623107910156,5.888000011444092,150.70169067382812,43.59393310546875,115.26528930664062,55.713523864746094,322.6493835449219,56.779998779296875,26.07219886779785,151.54530334472656,26.883121490478516,95.3217544555664,187.16000366210938,27.141151428222656,31.533287048339844,105.54418182373047,78.14774322509766,21.0,83.91999816894531,,466.9882507324219,326.5943908691406,214.62364196777344,209.92112731933594,308.6400146484375,84.69559478759766,73.63841247558594,52.59029769897461,37.811737060546875,100.5879898071289,163.83644104003906,71.24443054199219,63.8480224609375,129.7499237060547,197.71034240722656,59.50326156616211
2022-01-06,True,119.56546020507812,361.2728271484375,78.86898803710938,147.12718200683594,123.14989471435547,151.94190979003906,303.77960205078125,163.25399780273438,225.34483337402344,202.66928100585938,166.23471069335938,231.73736572265625,65.90274810791016,54.681556701660156,164.66741943359375,51.183860778808594,198.37889099121094,160.56631469726562,631.9500122070312,76.33999633789062,25.381919860839844,69.55587768554688,92.2627182006836,86.5999984741211,224.64500427246094,502.2010803222656,33.72999954223633,21.64213752746582,35.5172233581543,30.456558227539062,20.646934509277344,63.47263717651367,48.664451599121094,35.709327697753906,50.27937316894531,29.947383880615234,71.08531951904297,20.75173568725586,71.45489501953125,136.90255737304688,128.61354064941406,17.600000381469727,66.784912109375,5.543000221252441,14.980609893798828,71.58100128173828,34.0,18.986270904541016,5.326000213623047,103.43395233154297,821.0999755859375,54.431297302246094,62.94990539550781,7.515999794006348,43.25590133666992,46.32634353637695,12.045000076293945,9.692500114440918,447.75433349609375,209.38160705566406,61.10844802856445,5.841000080108643,152.30276489257812,43.882633209228516,115.1150894165039,56.472412109375,330.9004211425781,55.775001525878906,26.41591453552246,150.27174377441406,26.847335815429688,96.87905883789062,192.27000427246094,27.11394691467285,32.15627670288086,105.33243560791016,78.08369445800781,20.510000228881836,82.73999786376953,,447.8773193359375,326.74066162109375,214.37977600097656,208.31472778320312,310.0799865722656,83.62894439697266,73.96747589111328,53.763126373291016,38.36807632446289,101.0528335571289,163.00906372070312,71.05148315429688,63.18792724609375,128.2493438720703,197.1951446533203,60.90281295776367
2022-01-07,True,119.25601196289062,354.34375,80.30168914794922,149.87466430664062,121.76522064208984,146.56748962402344,303.9032287597656,162.5540008544922,222.60775756835938,201.94004821777344,167.6576690673828,235.83889770507812,64.87464904785156,55.882286071777344,162.05003356933594,49.595726013183594,190.8462371826172,160.90293884277344,610.489990234375,76.33999633789062,25.39109992980957,71.46117401123047,90.98523712158203,89.66000366210938,226.99813842773438,486.8979187011719,33.34000015258789,21.748140335083008,35.79754638671875,30.53032684326172,20.960174560546875,63.06588363647461,48.88057327270508,35.965110778808594,49.65623092651367,30.304113388061523,72.90970611572266,21.139328002929688,70.96176147460938,136.358642578125,127.3667984008789,17.649999618530273,67.30799865722656,5.5279998779296875,15.723164558410645,71.39806365966797,34.150001525878906,18.899751663208008,5.320000171661377,103.0956039428711,815.4000244140625,54.917781829833984,63.279441833496094,7.527500152587891,43.502349853515625,46.702903747558594,11.979999542236328,9.755000114440918,445.9632263183594,206.95826721191406,60.450103759765625,5.822000026702881,153.81179809570312,44.813926696777344,114.62028503417969,57.3701286315918,330.2336120605469,55.439998626708984,27.170412063598633,150.1886749267578,27.06204605102539,98.22245788574219,187.60000610351562,26.95071792602539,32.29045867919922,101.04945373535156,78.06538391113281,20.6200008392334,82.16999816894531,,437.33953857421875,317.7817687988281,211.65794372558594,202.41798400878906,301.1199951171875,83.55409240722656,73.9771499633789,54.500579833984375,38.820682525634766,101.0243911743164,161.51010131835938,71.1249771118164,63.66718292236328,127.59405517578125,193.90953063964844,61.40202713012695
2022-01-08,False,119.25601196289062,354.34375,80.30168914794922,149.87466430664062,121.76522064208984,146.56748962402344,303.9032287597656,162.5540008544922,222.60775756835938,201.94004821777344,167.6576690673828,235.83889770507812,64.87464904785156,55.882286071777344,162.05003356933594,49.595726013183594,190.8462371826172,160.90293884277344,610.489990234375,76.33999633789062,25.39109992980957,71.46117401123047,90.98523712158203,89.66000366210938,226.99813842773438,486.8979187011719,33.34000015258789,21.748140335083008,35.79754638671875,30.53032684326172,20.960174560546875,63.06588363647461,48.88057327270508,35.965110778808594,49.65623092651367,30.304113388061523,72.90970611572266,21.139328002929688,70.96176147460938,136.358642578125,127.3667984008789,17.649999618530273,67.30799865722656,5.5279998779296875,15.723164558410645,71.39806365966797,34.150001525878906,18.899751663208008,5.320000171661377,103.0956039428711,815.4000244140625,54.917781829833984,63.279441833496094,7.527500152587891,43.502349853515625,46.702903747558594,11.979999542236328,9.755000114440918,445.9632263183594,206.95826721191406,60.450103759765625,5.822000026702881,153.81179809570312,44.813926696777344,114.62028503417969,57.3701286315918,330.2336120605469,55.439998626708984,27.170412063598633,150.1886749267578,27.06204605102539,98.22245788574219,187.60000610351562,26.95071792602539,32.29045867919922,101.04945373535156,78.06538391113281,20.6200008392334,82.16999816894531,,437.33953857421875,317.7817687988281,211.65794372558594,202.41798400878906,301.1199951171875,83.55409240722656,73.9771499633789,54.500579833984375,38.820682525634766,101.0243911743164,161.51010131835938,71.1249771118164,63.66718292236328,127.59405517578125,193.90953063964844,61.40202713012695
2022-01-09,False,119.25601196289062,354.34375,80.30168914794922,149.87466430664062,121.76522064208984,146.56748962402344,303.9032287597656,162.5540008544922,222.60775756835938,201.94004821777344,167.6576690673828,235.83889770507812,64.87464904785156,55.882286071777344,162.05003356933594,49.595726013183594,190.8462371826172,160.90293884277344,610.489990234375,76.33999633789062,25.39109992980957,71.46117401123047,90.98523712158203,89.66000366210938,226.99813842773438,486.8979187011719,33.34000015258789,21.748140335083008,35.79754638671875,30.53032684326172,20.960174560546875,63.06588363647461,48.88057327270508,35.965110778808594,49.65623092651367,30.304113388061523,72.90970611572266,21.139328002929688,70.96176147460938,136.358642578125,127.3667984008789,17.649999618530273,67.30799865722656,5.5279998779296875,15.723164558410645,71.39806365966797,34.150001525878906,18.899751663208008,5.320000171661377,103.0956039428711,815.4000244140625,54.917781829833984,63.279441833496094,7.527500152587891,43.502349853515625,46.702903747558594,11.979999542236328,9.755000114440918,445.9632263183594,206.95826721191406,60.450103759765625,5.822000026702881,153.81179809570312,44.813926696777344,114.62028503417969,57.3701286315918,330.2336120605469,55.439998626708984,27.170412063598633,150.1886749267578,27.06204605102539,98.22245788574219,187.60000610351562,26.95071792602539,32.29045867919922,101.04945373535156,78.06538391113281,20.6200008392334,82.16999816894531,,437.33953857421875,317.7817687988281,211.65794372558594,202.41798400878906,301.1199951171875,83.55409240722656,73.9771499633789,54.500579833984375,38.820682525634766,101.0243911743164,161.51010131835938,71.1249771118164,63.66718292236328,127.59405517578125,193.90953063964844,61.40202713012695
2022-01-10,True,120.59110260009766,356.49407958984375,80.036376953125,147.61813354492188,120.28437805175781,145.3817901611328,303.256103515625,161.48599243164062,222.40203857421875,196.46633911132812,167.04232788085938,240.4972381591797,62.637596130371094,57.901268005371094,158.9791259765625,50.0549430847168,192.6067657470703,159.23841857910156,605.4299926757812,77.83999633789062,25.418638229370117,71.8067626953125,91.3996353149414,88.30000305175781,225.13087463378906,481.3626708984375,32.900001525878906,21.580303192138672,35.666725158691406,30.25370216369629,20.879627227783203,62.91453170776367,47.71540451049805,35.590572357177734,49.76885223388672,30.214929580688477,71.77181243896484,20.92227554321289,71.09982299804688,137.92076110839844,126.54179382324219,17.559999465942383,67.10249328613281,5.51800012588501,15.325981140136719,71.45628356933594,34.25,18.813230514526367,5.310999870300293,103.06816864013672,794.7999877929688,54.87188720703125,61.99793243408203,7.501999855041504,43.429325103759766,46.90108871459961,11.760000228881836,9.664999961853027,445.124755859375,206.23992919921875,60.391151428222656,5.801000118255615,153.95901489257812,45.726600646972656,114.51423645019531,57.49968719482422,326.53106689453125,54.58000183105469,27.002744674682617,148.13990783691406,27.044151306152344,97.94010162353516,182.9499969482422,26.841899871826172,32.3767204284668,99.2496337890625,78.01961517333984,20.760000228881836,81.16999816894531,,443.4428405761719,314.1065979003906,206.78990173339844,202.44744873046875,295.5199890136719,82.70263671875,73.51261901855469,54.331764221191406,38.68867492675781,99.88597106933594,161.539306640625,70.5645751953125,63.251220703125,128.90469360351562,192.72360229492188,61.03653335571289
